Respondent,S3_Recode,CATV_INSTALLATION_DATE,Churn_risk,CITY_NAME,CommercialProductName,COMMUNITY_NAME,ConvergedStatus,DTV_INSTALLATION_DATE,DTV_TIER_OPTION_NAME,Film1,FixedVoicePlan,FoxSportEDL,FoxSportINT,HasCATV,HasDTV,HasINT,HasTEL,INTERNET_INSTALLATION_DATE,INTERNET_TIER_OPTION_NAME,InternetSecurityType,IntSecurity_Benefit,Kids_Benefit,MediaBoxType,MoviesSeriesL,MoviesSeriesStd,MoviesSeriesXL,MSL_Benefit,PlayLevel,SALUTATION,TELEPHONY_INSTALLATION_DATE,TELEPHONY_TIER_OPTION_NAME,Tenure,TVContentPack,"Sport,"
3515,HIGH RISK,41852.0,mid,HEERENVEEN,Internet Complete & TV Complete,HEERENVEEN,Not Converged,41852.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41852.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41852.0,Vast Bellen,6.591.780.822,Standard Channel Pack,"0,"
3525,MEDIUM RISK,41561.0,mid,BODEGRAVEN,Alles-in-1 Basis (digitaal) (fZiggo),BODEGRAVEN-REEUWIJK,Not Converged,41561.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41561.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,1,0,0,0,TV + INT + TEL,Dhr.,41561.0,Vast Bellen,7.389.041.096,Standard Channel Pack,"0,"
3527,MEDIUM RISK,41480.0,low,BRUNSSUM,Internet Complete & TV Start,BRUNSSUM,Not Converged,41480.0,Extra Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,41480.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,1,0,TV + INT + TEL,Dhr.,41480.0,Vast Bellen,7.610.958.904,Extra Channel Pack,"1,"
3533,HIGH RISK,41214.0,low,NIEUWSTADT,Internet Complete & TV Complete Next,ECHT-SUSTEREN,Converged,41214.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41214.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Dhr.,41214.0,Vast Bellen,8.339.726.027,Standard Channel Pack,"0,"
3536,MEDIUM RISK,42587.0,low,'S-HERTOGENBOSCH,TV Standaard (digitaal) (fZiggo),S HERTOGENBOSCH,Not Converged,42587.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,4.578.082.192,Standard Channel Pack,"0,"
3538,HIGH RISK,42553.0,high,BEEK-UBBERGEN,Internet Complete & TV Start,BERG EN DAL,Not Converged,42553.0,Standard Channel Pack No Horizon,0,Volop Bellen Internationaal,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42553.0,Volop Bellen Internationaal,4.671.232.877,Standard Channel Pack,"0,"
3544,HIGH RISK,42592.0,low,HEIJNINGEN,25Mb/s & Vast Bellen & TV Start,MOERDIJK,Converged,42592.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42846.0,25 / 2.5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,1,0,0,1,TV + INT + TEL,Dhr.,42846.0,Volop Bellen,4.564.383.562,Standard Channel Pack,"0,"
3548,HIGH RISK,42627.0,low,LOSSER,Internet Complete & TV Complete,LOSSER,Converged,42627.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42627.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,42627.0,Vast Bellen,4.468.493.151,Standard Channel Pack,"0,"
3568,MEDIUM RISK,41616.0,mid,WELL LB,Alles-in-1 Plus (digitaal) (fZiggo),BERGEN LB,Converged,41616.0,Extra Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,41616.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,0,1,0,1,1,TV + INT + TEL,Dhr.,41616.0,Vast Bellen,7.238.356.164,Extra Channel Pack,"1,"
3571,HIGH RISK,43163.0,mid,BARENDRECHT,Internet Complete & TV Complete (2P),BARENDRECHT,Not Converged,43163.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,43163.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,1,1,0,1,TV + INT,Dhr.,0.0,0,3,Standard Channel Pack,"0,"
3572,HIGH RISK,42553.0,low,SOMMELSDIJK,Internet Complete & TV Max,GOEREE-OVERFLAKKEE,Not Converged,42553.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Dhr.,42553.0,Vast Bellen,4.671.232.877,Extra Channel Pack,"1,"
3574,HIGH RISK,41365.0,low,IJMUIDEN,Internet Complete & TV Complete,VELSEN,Converged,41365.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41365.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,41365.0,Vast Bellen,7.926.027.397,Standard Channel Pack,"0,"
3581,HIGH RISK,42626.0,mid,ENSCHEDE,Internet Start & TV Start,ENSCHEDE,Converged,42626.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42626.0,50 / 5 MBPS,SAFE ONLINE XL,1,1,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42626.0,Vast Bellen,4.471.232.877,Standard Channel Pack,"0,"
3584,MEDIUM RISK,40534.0,mid,DRONTEN,MultiCore,DRONTEN,Converged,40534.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,40534.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT,Dhr.,0.0,0,1.020.273.973,Standard Channel Pack,"0,"
3585,HIGH RISK,42648.0,high,AMSTELVEEN,Internet Start & TV Start,AMSTELVEEN,Converged,42648.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42648.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr./Mevr.,42648.0,Vast Bellen,4.410.958.904,Standard Channel Pack,"1,"
3587,LOYAL & LIGHT RISK,41640.0,mid,AMSTERDAM,25Mb/s & Vast Bellen & TV Start,AMSTERDAM,Not Converged,41640.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,44012.0,25 / 2.5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,44012.0,Vast Bellen,717.260.274,Standard Channel Pack,"0,"
3590,HIGH RISK,41640.0,mid,DE HEURNE,Kabel TV,AALTEN,Not Converged,0.0,Cable TV,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,717.260.274,Cable TV,"0,"
3591,MEDIUM RISK,40360.0,low,WESTZAAN,Kabel TV,ZAANSTAD,Not Converged,0.0,Cable TV,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,1.067.945.205,Cable TV,"0,"
3592,HIGH RISK,41291.0,high,GRONINGEN,Alles-in-1 Basis (digitaal) (fZiggo),GRONINGEN,Not Converged,41291.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,41291.0,50 / 5 MBPS,SAFE ONLINE L,0,0,0,1,0,0,0,TV + INT + TEL,Dhr.,41291.0,Volop Bellen,8.128.767.123,Standard Channel Pack,"0,"
3593,MEDIUM RISK,42963.0,mid,ROOSENDAAL,Internet Start & TV Start,ROOSENDAAL,Converged,42964.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42964.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42964.0,Vast Bellen,3.547.945.205,Standard Channel Pack,"0,"
3595,HIGH RISK,42668.0,low,MIDDELHARNIS,Internet Start & TV Complete,GOEREE-OVERFLAKKEE,Converged,42668.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42668.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,1,0,TV + INT + TEL,Dhr.,42668.0,Vast Bellen,4.356.164.384,Extra Channel Pack,"0,"
3596,MEDIUM RISK,42642.0,mid,VLAARDINGEN,Internet Start XXL & TV Start 3P (BTL ONLY),VLAARDINGEN,Not Converged,42646.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42646.0,100 / 10 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,1,0,TV + INT + TEL,Mevr.,42646.0,Volop Bellen,442.739.726,Extra Channel Pack,"0,"
3598,HIGH RISK,40211.0,low,MEDEMBLIK,Internet Complete & TV Complete Next,MEDEMBLIK,Converged,40211.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40211.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,1,1,0,1,TV + INT + TEL,Dhr.,40211.0,Volop Bellen,1.108.767.123,Standard Channel Pack,"0,"
3599,HIGH RISK,41850.0,low,PURMEREND,Internet Start & TV Max Next,PURMEREND,Converged,41850.0,Extra Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,42861.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,42859.0,Vast Bellen,6.597.260.274,Extra Channel Pack,"1,"
3607,MEDIUM RISK,40021.0,low,HEERLEN,25Mb/s & Vast Bellen & TV Start,HEERLEN,Not Converged,40021.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40021.0,25 / 2.5 MBPS,SAFE ONLINE,0,0,MEDIABOX,1,0,0,0,TV + INT + TEL,Mevr.,40021.0,Vast Bellen,1.160.821.918,Standard Channel Pack,"0,"
3609,HIGH RISK,42751.0,low,OISTERWIJK,Internet Start & TV Complete Next,OISTERWIJK,Converged,42753.0,Standard Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,42753.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,43706.0,Vast Bellen,4.128.767.123,Standard Channel Pack,"1,"
3613,HIGH RISK,42664.0,low,OOSTERHOUT NB,Internet Complete & TV Complete (2P),OOSTERHOUT,Converged,42664.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,42664.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT,Dhr.,42664.0,0,4.367.123.288,Standard Channel Pack,"0,"
3614,HIGH RISK,40547.0,low,BOVENKARSPEL,Internet Start & TV Complete,STEDE BROEC,Not Converged,40547.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,40547.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,40547.0,Volop Bellen,1.016.712.329,Standard Channel Pack,"0,"
3623,HIGH RISK,41548.0,low,NIJMEGEN,Internet Complete & TV Max Next,NIJMEGEN,Converged,41548.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41548.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41548.0,Vast Bellen,7.424.657.534,Extra Channel Pack,"0,"
3626,HIGH RISK,38835.0,low,NIEUW-BUINEN,25Mb/s & bellen & B2O (Tientje Vriendje) (fZiggo),BORGER-ODOORN,Not Converged,38835.0,Standard Channel Pack No Horizon,1,Vast Bellen,0,0,1,1,1,1,42800.0,25 / 2.5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,42800.0,Vast Bellen,1.485.753.425,Standard Channel Pack,"0,"
3630,LOYAL & LIGHT RISK,40723.0,high,ROSMALEN,Internet Complete & TV Max Next,S HERTOGENBOSCH,Not Converged,40723.0,Extra Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,40723.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,40723.0,Volop Bellen,9.684.931.507,Extra Channel Pack,"1,"
3636,HIGH RISK,42004.0,mid,DUIVEN,Internet Complete & TV Start,DUIVEN,Not Converged,42004.0,Standard Channel Pack No Horizon,0,Volop Bellen Internationaal,0,0,1,1,1,1,42004.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42004.0,Volop Bellen Internationaal,6.175.342.466,Standard Channel Pack,"1,"
3637,HIGH RISK,42640.0,high,ZEIST,Internet Start & TV Start,ZEIST,Not Converged,42643.0,Standard Channel Pack No Horizon,0,Vast Bellen,1,0,1,1,1,1,42643.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,43454.0,Vast Bellen,4.432.876.712,Standard Channel Pack,"1,"
3639,LOYAL & LIGHT RISK,42694.0,mid,VLIJMEN,Internet Start & TV Start,HEUSDEN,Not Converged,42694.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42694.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,1,0,0,1,TV + INT + TEL,Dhr.,42694.0,Vast Bellen,4.284.931.507,Standard Channel Pack,"0,"
3641,MEDIUM RISK,42553.0,mid,TWELLO,Kabel TV,VOORST,Not Converged,42553.0,Cable TV,0,0,0,0,1,0,1,0,42553.0,100 / 10 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr.,0.0,0,4.671.232.877,Cable TV,"0,"
3645,MEDIUM RISK,39845.0,low,STEENBERGEN NB,Internet Complete & TV Complete,STEENBERGEN,Converged,39845.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,39845.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,39845.0,Volop Bellen,1.209.041.096,Standard Channel Pack,"0,"
3649,HIGH RISK,41643.0,low,ROTTERDAM,Internet Complete & TV Complete (2P),ROTTERDAM,Not Converged,41643.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,41643.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT,Dhr.,41643.0,0,7.164.383.562,Standard Channel Pack,"0,"
3651,HIGH RISK,40360.0,low,RIDDERKERK,Internet Start & TV Complete,RIDDERKERK,Not Converged,44146.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42489.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42489.0,Vast Bellen,1.067.945.205,Standard Channel Pack,"0,"
3655,HIGH RISK,42592.0,low,ZUIDWOLDE DR,TV Standaard (digitaal) (fZiggo),DE WOLDEN,Not Converged,42592.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,4.564.383.562,Standard Channel Pack,"0,"
3656,HIGH RISK,41710.0,mid,APELDOORN,Internet Start & TV Complete,APELDOORN,Converged,41710.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41710.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41710.0,Vast Bellen,6.980.821.918,Standard Channel Pack,"1,"
3658,MEDIUM RISK,41961.0,high,DOETINCHEM,Internet Complete & TV Complete,DOETINCHEM,Converged,41961.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41961.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41961.0,Vast Bellen,6.293.150.685,Standard Channel Pack,"1,"
3661,HIGH RISK,42698.0,high,REUVER,"25Mbp/s, Kabel TV & bellen (Tientje Vriendje)",BEESEL,Not Converged,0.0,Cable TV,0,Vast Bellen,0,0,1,0,1,1,42698.0,25 / 2.5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Mevr.,42698.0,Vast Bellen,4.273.972.603,Cable TV,0
3667,LOYAL & LIGHT RISK,42005.0,high,BLEISWIJK,Internet Max & TV Max,LANSINGERLAND,Not Converged,42005.0,Extra Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42005.0,500 / 50 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,0,1,0,TV + INT + TEL,Aan,42005.0,Vast Bellen,617.260.274,Extra Channel Pack,"0,"
3670,LOYAL & LIGHT RISK,39993.0,mid,BREDA,TV+INT Z1 (digitaal) (fZiggo),BREDA,Not Converged,41809.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,41809.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Dhr./Mevr.,41809.0,0,1.168.493.151,Standard Channel Pack,"0,"
3674,HIGH RISK,41009.0,mid,AUSTERLITZ,Internet Complete & TV Max Next,ZEIST,Converged,41009.0,Extra Channel Pack No Horizon,1,Volop Bellen,1,0,1,1,1,1,41009.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,41009.0,Volop Bellen,8.901.369.863,Extra Channel Pack,"1,"
3675,HIGH RISK,41786.0,mid,ZUIDLAND,Internet Complete & TV Complete Next (zonder bellen),NISSEWAARD,Converged,41786.0,Standard Channel Pack No Horizon,0,0,0,0,1,1,1,0,41786.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,1,0,0,TV + INT,Dhr.,41786.0,0,677.260.274,Standard Channel Pack,"0,"
3682,HIGH RISK,42095.0,high,VENLO,Alles-in-1 Basis (digitaal) (fZiggo),VENLO,Not Converged,42228.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42095.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr./Mevr.,42095.0,Vast Bellen,5.926.027.397,Standard Channel Pack,"0,"
3693,HIGH RISK,42582.0,low,BAKEL,Internet Complete & TV Complete,GEMERT-BAKEL,Not Converged,42582.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42582.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42582.0,Vast Bellen,4.591.780.822,Standard Channel Pack,"0,"
3694,MEDIUM RISK,40080.0,low,BAARLO LB,Alles-in-1 Basis (digitaal) (fZiggo),PEEL EN MAAS,Not Converged,40080.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40080.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40080.0,Vast Bellen,1.144.657.534,Standard Channel Pack,"0,"
3695,LOYAL & LIGHT RISK,42658.0,mid,MILL,Alles-in-1 Basis (digitaal) (fZiggo),MILL EN SINT HUBERT,Converged,42658.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42658.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,0,0,0,0,0,TV + INT + TEL,Dhr.,42658.0,Volop Bellen,4.383.561.644,Standard Channel Pack,"0,"
3697,HIGH RISK,40481.0,low,WINSUM GN,Alles-in-1 Plus (digitaal) (fZiggo),HET HOGELAND,Not Converged,40481.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40481.0,250 / 25 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Dhr.,40481.0,Vast Bellen,1.034.794.521,Standard Channel Pack,"0,"
3698,MEDIUM RISK,42427.0,mid,AMSTERDAM,Internet Start & TV Start,AMSTERDAM,Converged,42427.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42427.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Mevr.,42427.0,Vast Bellen,5.016.438.356,Standard Channel Pack,"0,"
3699,MEDIUM RISK,42871.0,low,ROTTERDAM,Internet Start & TV Complete,ROTTERDAM,Converged,42870.0,Extra Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42870.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,1,1,TV + INT + TEL,Dhr.,42870.0,Volop Bellen,3.802.739.726,Extra Channel Pack,"0,"
3700,HIGH RISK,44107.0,mid,BOCHOLTZ,MultiCore,SIMPELVELD,Not Converged,0.0,Cable TV,0,0,0,0,1,0,1,0,44106.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT,Mevr.,0.0,0,0.416438356,Cable TV,"0,"
3703,HIGH RISK,41723.0,low,'S-HERTOGENBOSCH,Internet Complete & TV Complete Next,S HERTOGENBOSCH,Not Converged,41723.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41723.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,41723.0,Vast Bellen,735.890.411,Standard Channel Pack,"0,"
3705,MEDIUM RISK,43661.0,mid,OEGSTGEEST,Internet Start & TV Max Next,OEGSTGEEST,Converged,43651.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,43651.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Dhr.,43651.0,Vast Bellen,1.663.013.699,Extra Channel Pack,"1,"
3706,HIGH RISK,37653.0,high,BOXTEL,Kabel TV,BOXTEL,Not Converged,0.0,Cable TV,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,TV,Dhr.,0.0,0,1.809.589.041,Cable TV,"0,"
3707,LOYAL & LIGHT RISK,42553.0,low,WINTERSWIJK,Internet Complete & TV Complete,WINTERSWIJK,Not Converged,42553.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42553.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42553.0,Vast Bellen,4.671.232.877,Standard Channel Pack,"0,"
3709,MEDIUM RISK,40700.0,high,ZEVENAAR,Internet Start & TV Start,ZEVENAAR,Not Converged,40700.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,40700.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,1,0,TV + INT + TEL,Dhr.,40700.0,Vast Bellen,9.747.945.205,Extra Channel Pack,"0,"
3712,MEDIUM RISK,42668.0,low,VELDHOVEN,Internet Start & TV Start,VELDHOVEN,Converged,42668.0,Standard Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,42668.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42668.0,Vast Bellen,4.356.164.384,Standard Channel Pack,"1,"
3713,HIGH RISK,42696.0,high,DORDRECHT,MultiCore,DORDRECHT,Not Converged,42696.0,Cable TV,0,Volop Bellen,0,0,1,0,1,1,42696.0,50 / 5 MBPS,SAFE ONLINE,0,0,0,0,0,0,0,TV + INT + TEL,Mevr.,42696.0,Volop Bellen,4.279.452.055,Cable TV,"0,"
3714,HIGH RISK,42636.0,low,VENLO,Internet Complete & TV Complete,VENLO,Converged,42636.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,42636.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42636.0,Volop Bellen,4.443.835.616,Standard Channel Pack,"1,"
3715,HIGH RISK,41096.0,low,LIMBRICHT,Internet Complete & TV Complete,SITTARD-GELEEN,Converged,41096.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41096.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,41096.0,Vast Bellen,8.663.013.699,Standard Channel Pack,"0,"
3719,HIGH RISK,39809.0,low,BEEK LB,Internet Start & TV Complete Next,BEEK,Not Converged,39809.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,39809.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,1,0,0,TV + INT + TEL,Dhr.,39809.0,Volop Bellen,121.890.411,Standard Channel Pack,"1,"
3723,MEDIUM RISK,41575.0,high,TEGELEN,Internet Start & TV Complete,VENLO,Converged,41575.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,41575.0,50 / 5 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,41575.0,Vast Bellen,7.350.684.932,Standard Channel Pack,"1,"
3724,HIGH RISK,42553.0,mid,ZEVENAAR,Internet Complete & TV Complete (2P),ZEVENAAR,Converged,42553.0,Standard Channel Pack Horizon,0,0,0,0,1,1,1,0,42553.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT,Dhr.,42553.0,0,4.671.232.877,Standard Channel Pack,"0,"
3727,MEDIUM RISK,42624.0,low,HEEMSKERK,Internet Start & TV Start,HEEMSKERK,Not Converged,42624.0,Standard Channel Pack No Horizon,0,Volop Bellen,0,0,1,1,1,1,42624.0,50 / 5 MBPS,SAFE ONLINE,0,0,MEDIABOX,0,0,0,0,TV + INT + TEL,Dhr.,42624.0,Volop Bellen,4.476.712.329,Standard Channel Pack,"0,"
3728,MEDIUM RISK,42634.0,low,BOXMEER,Internet Complete & TV Complete,BOXMEER,Not Converged,42634.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42634.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,42634.0,Vast Bellen,4.449.315.068,Standard Channel Pack,"0,"
3729,HIGH RISK,39968.0,mid,CULEMBORG,Internet Complete & TV Complete,CULEMBORG,Not Converged,39968.0,Standard Channel Pack Horizon,0,Volop Bellen,0,0,1,1,1,1,43403.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX XL,0,1,0,0,TV + INT + TEL,Dhr.,43403.0,Volop Bellen,1.175.342.466,Standard Channel Pack,"0,"
3737,MEDIUM RISK,41561.0,mid,AMSTERDAM,Internet Complete & TV Max Next,AMSTERDAM,Not Converged,41561.0,Extra Channel Pack No Horizon,0,Vast Bellen,0,0,1,1,1,1,41561.0,250 / 25 MBPS,SAFE ONLINE,0,0,MEDIABOX NEXT,0,0,1,0,TV + INT + TEL,Mevr.,41561.0,Vast Bellen,7.389.041.096,Extra Channel Pack,"0,"
3738,MEDIUM RISK,42659.0,high,HAREN GN,Internet Complete & TV Complete,GRONINGEN,Converged,42659.0,Standard Channel Pack Horizon,0,Vast Bellen,0,0,1,1,1,1,42659.0,250 / 25 MBPS,SAFE ONLINE XL,1,0,MEDIABOX XL,1,1,0,1,TV + INT + TEL,Dhr.,42659.0,Vast Bellen,4.380.821.918,Standard Channel Pack,"0,"
