Respondent;S3_Recode;CATV_INSTALLATION_DATE;Churn_risk;CITY_NAME;CommercialProductName;COMMUNITY_NAME;ConvergedStatus;DTV_INSTALLATION_DATE;DTV_TIER_OPTION_NAME;Film1;FixedVoicePlan;FoxSportEDL;FoxSportINT;HasCATV;HasDTV;HasINT;HasTEL;INTERNET_INSTALLATION_DATE;INTERNET_TIER_OPTION_NAME;InternetSecurityType;IntSecurity_Benefit;Kids_Benefit;MediaBoxType;MoviesSeriesL;MoviesSeriesStd;MoviesSeriesXL;MSL_Benefit;PlayLevel;SALUTATION;TELEPHONY_INSTALLATION_DATE;TELEPHONY_TIER_OPTION_NAME;Tenure;TVContentPack;Sport,
2963;HIGH RISK;41124;high;KERKRADE;Internet Max & TV Complete (2P);KERKRADE;Not Converged;41124;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41124;500 / 50 MBPS;SAFE ONLINE L;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;41124;;858.630.137;Standard Channel Pack;0,
2965;LOYAL & LIGHT RISK;42053;high;EMMEN;TV+INT Z2 (digitaal) (fZiggo);EMMEN;Converged;42607;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;42053;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT;Dhr.;;;604.109.589;Standard Channel Pack;1,
2966;HIGH RISK;41563;mid;EINDHOVEN;Internet Complete & TV Max Next;EINDHOVEN;Converged;41563;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41563;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41563;Vast Bellen;7.383.561.644;Extra Channel Pack;1,
2973;LOYAL & LIGHT RISK;42005;mid;BARENDRECHT;Internet Max & TV Complete;BARENDRECHT;Not Converged;42005;Standard Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;42005;500 / 50 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42005;Vast Bellen;617.260.274;Standard Channel Pack;0,
2975;HIGH RISK;42553;low;REUSEL;Internet Complete & TV Complete;REUSEL-DE MIERDEN;Not Converged;42553;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
2984;MEDIUM RISK;42701;mid;CUIJK;Internet Complete & TV Start;CUIJK;Converged;43615;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42701;250 / 25 MBPS;SAFE ONLINE XL;1;0;;1;0;0;1;TV + INT + TEL;Dhr.;42701;Volop Bellen;4.265.753.425;Standard Channel Pack;0,
2985;HIGH RISK;41618;mid;BOXTEL;Internet Complete & TV Complete Next (Zonder Bellen);BOXTEL;Not Converged;41618;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;41618;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;1;0;TV + INT;Dhr.;;;7.232.876.712;Extra Channel Pack;0,
2987;MEDIUM RISK;41852;high;BARNEVELD;Internet Complete & TV Complete;BARNEVELD;Converged;41852;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41852;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41852;Volop Bellen;6.591.780.822;Standard Channel Pack;1,
2990;LOYAL & LIGHT RISK;39825;high;WERNHOUT;Internet Complete & TV Start;ZUNDERT;Converged;39825;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39825;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;39825;Vast Bellen;1.214.520.548;Standard Channel Pack;1,
2991;MEDIUM RISK;41431;high;HALSTEREN;Internet Complete & TV Complete;BERGEN OP ZOOM;Not Converged;41431;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41431;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;1;1;0;0;TV + INT + TEL;Dhr.;41431;Vast Bellen;7.745.205.479;Standard Channel Pack;0,
2992;MEDIUM RISK;42665;low;LANDGRAAF;Internet Complete & TV Complete;LANDGRAAF;Converged;42665;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42665;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;42665;Vast Bellen;4.364.383.562;Standard Channel Pack;0,
2993;HIGH RISK;40403;low;UDEN;Internet Max & TV Max Next;UDEN;Not Converged;40403;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40403;500 / 50 MBPS;SAFE ONLINE L;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40403;Vast Bellen;1.056.164.384;Extra Channel Pack;0,
2994;LOYAL & LIGHT RISK;42721;low;ACHTMAAL;MultiCore;ZUNDERT;Not Converged;42721;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42721;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42721;Vast Bellen;4.210.958.904;Standard Channel Pack;0,
2996;MEDIUM RISK;41265;low;AMSTERDAM;Internet Complete & TV Complete (2P);AMSTERDAM;Not Converged;42866;Standard Channel Pack Horizon;0;;1;0;1;1;1;0;41265;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT;Dhr.;41265;;8.2;Standard Channel Pack;0,
3004;LOYAL & LIGHT RISK;40178;low;HOOGEZAND;Alles-in-1 Plus (digitaal) (fZiggo);MIDDEN-GRONINGEN;Not Converged;40178;Extra Channel Pack No Horizon;0;Volop Bellen;1;1;1;1;1;1;40178;250 / 25 MBPS;SAFE ONLINE;0;0;;0;0;1;0;TV + INT + TEL;Dhr.;40178;Volop Bellen;1.117.808.219;Extra Channel Pack;0,
3006;LOYAL & LIGHT RISK;42646;mid;MIJDRECHT;Internet Complete & TV Complete;DE RONDE VENEN;Converged;42646;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42646;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42646;Vast Bellen;4.416.438.356;Standard Channel Pack;1,
3016;MEDIUM RISK;41914;low;SOERENDONK;Internet Complete & TV Complete Next;CRANENDONCK;Not Converged;41916;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41916;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;43218;Vast Bellen;6.421.917.808;Standard Channel Pack;0,
3017;HIGH RISK;41626;low;SINT ANNAPAROCHIE;Internet Complete & TV Complete;WAADHOEKE;Converged;41626;Extra Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41626;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;41626;Volop Bellen;7.210.958.904;Extra Channel Pack;1,
3018;MEDIUM RISK;42602;mid;DE BILT;Internet Complete & TV Start;DE BILT;Converged;42602;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42602;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Mevr.;42602;Vast Bellen;4.536.986.301;Standard Channel Pack;0,
3022;MEDIUM RISK;42641;low;LANDGRAAF;Internet Complete & TV Complete;LANDGRAAF;Not Converged;42641;Standard Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42641;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42641;Volop Bellen;4.430.136.986;Standard Channel Pack;0,
3023;MEDIUM RISK;42970;mid;HOOGEVEEN;Internet Complete & TV Complete Next;HOOGEVEEN;Converged;42969;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42969;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;1;0;TV + INT + TEL;Dhr.;42969;Vast Bellen;3.531.506.849;Extra Channel Pack;1,
3024;HIGH RISK;44165;mid;HELLEVOETSLUIS;Internet Complete & TV Max Next (zonder bellen);HELLEVOETSLUIS;Converged;44162;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;44162;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT;Dhr.;;;0.263013699;Extra Channel Pack;0,
3028;HIGH RISK;38951;high;HENGELO OV;Internet Start & TV Start;HENGELO;Converged;42893;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;38951;50 / 5 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;42892;Vast Bellen;1.453.972.603;Standard Channel Pack;0,
3029;HIGH RISK;42608;low;RAAMSDONKSVEER;Internet Complete & TV Complete;GEERTRUIDENBERG;Not Converged;42608;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42608;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42608;Vast Bellen;4.520.547.945;Standard Channel Pack;0,
3034;LOYAL & LIGHT RISK;41914;mid;GORINCHEM;TV Start;GORINCHEM;Not Converged;41914;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;41914;;;0;0;MEDIABOX;0;0;0;0;TV;Dhr.;41914;;1.230.410.959;Standard Channel Pack;0,
3035;MEDIUM RISK;41453;high;BLANKENHAM;Internet Start & TV Start (2P);STEENWIJKERLAND;Not Converged;42931;Standard Channel Pack No Horizon;0;;0;0;1;1;1;0;41453;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT;Dhr.;;;7.684.931.507;Standard Channel Pack;0,
3038;HIGH RISK;42117;low;ERMELO;Internet Complete & TV Max Next;ERMELO;Not Converged;42117;Extra Channel Pack No Horizon;1;Vast Bellen;0;0;1;1;1;1;42117;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;42117;Vast Bellen;5.865.753.425;Extra Channel Pack;0,
3039;HIGH RISK;40800;mid;TILBURG;Internet Complete & TV Complete;TILBURG;Converged;40800;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;40800;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;40800;Vast Bellen;9.473.972.603;Standard Channel Pack;0,
3040;MEDIUM RISK;40787;low;MAASTRICHT;MultiCore;MAASTRICHT;Converged;40787;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40787;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;1;0;TV + INT + TEL;Dhr.;40787;Vast Bellen;9.509.589.041;Extra Channel Pack;1,
3042;MEDIUM RISK;42553;mid;BRAAMT;25Mbp/s, Kabel TV & bellen (Tientje Vriendje);MONTFERLAND;Not Converged;;Cable TV;0;Vast Bellen;0;0;1;0;1;1;42553;25 / 2.5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Cable TV;0
3045;MEDIUM RISK;42648;mid;HENGELO OV;TV Start;HENGELO;Not Converged;42648;Standard Channel Pack No Horizon;0;;1;0;1;1;0;0;;;;0;0;MEDIABOX;0;0;0;0;TV;Dhr.;;;4.410.958.904;Standard Channel Pack;0,
3046;HIGH RISK;42553;low;OPEINDE;Internet Complete & TV Start;SMALLINGERLAND;Converged;42553;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42553;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
3049;MEDIUM RISK;41564;low;SNEEK;Internet Start & TV Complete Next;SUDWEST-FRYSLAN;Not Converged;41564;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;41564;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;41564;Volop Bellen;7.380.821.918;Standard Channel Pack;0,
3052;HIGH RISK;42334;mid;AMSTERDAM;Internet Complete & TV Complete Next;AMSTERDAM;Converged;42336;Standard Channel Pack No Horizon;0;Vast Bellen;1;1;1;1;1;1;42336;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Mevr.;42336;Vast Bellen;5.271.232.877;Standard Channel Pack;1,
3053;MEDIUM RISK;41567;low;BERGENTHEIM;Internet Complete & TV Complete Next;HARDENBERG;Converged;41567;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41567;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41567;Vast Bellen;737.260.274;Standard Channel Pack;0,
3054;HIGH RISK;42610;mid;NIEUWE WETERING;Internet Complete & TV Complete;KAAG EN BRAASSEM;Not Converged;42610;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42610;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;42610;Vast Bellen;4.515.068.493;Standard Channel Pack;0,
3058;HIGH RISK;41433;low;NOORDWIJK ZH;Internet Complete & TV Complete;NOORDWIJK;Converged;41433;Standard Channel Pack Horizon;0;Vast Bellen;1;0;1;1;1;1;41433;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41433;Vast Bellen;7.739.726.027;Standard Channel Pack;1,
3059;MEDIUM RISK;42553;mid;STRIJEN;Kabel TV;HOEKSCHE WAARD;Not Converged;42553;Cable TV;0;;0;0;1;0;1;0;42553;100 / 10 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT;Dhr.;;;4.671.232.877;Cable TV;0,
3061;HIGH RISK;42676;low;PUTTERSHOEK;Internet Complete & TV Max;HOEKSCHE WAARD;Converged;42676;Extra Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;42676;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;42676;Volop Bellen;4.334.246.575;Extra Channel Pack;1,
3062;HIGH RISK;42656;mid;WINSCHOTEN;Internet Start & TV Start;OLDAMBT;Not Converged;42656;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42992;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42992;Volop Bellen;4.389.041.096;Standard Channel Pack;0,
3066;MEDIUM RISK;43437;high;BERGEN OP ZOOM;Internet Start & TV Start;BERGEN OP ZOOM;Not Converged;43437;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43437;50 / 5 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;43437;Vast Bellen;2.249.315.068;Standard Channel Pack;0,
3075;LOYAL & LIGHT RISK;42553;high;ROTTERDAM;Internet Complete & TV Start;ROTTERDAM;Not Converged;42553;Standard Channel Pack No Horizon;0;Volop Bellen Internationaal;0;0;1;1;1;1;42553;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42553;Volop Bellen Internationaal;4.671.232.877;Standard Channel Pack;0,
3081;HIGH RISK;42959;mid;AMSTERDAM;Internet Complete & TV Complete;AMSTERDAM;Converged;42947;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42947;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;42947;Vast Bellen;3.591.780.822;Standard Channel Pack;1,
3082;HIGH RISK;41640;low;VALKENSWAARD;Internet Complete & TV Max;VALKENSWAARD;Converged;41640;Extra Channel Pack Horizon;0;Volop Bellen;0;0;1;1;1;1;41640;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41640;Volop Bellen;717.260.274;Extra Channel Pack;1,
3084;HIGH RISK;40565;low;UTRECHT;Internet Start & TV Start;UTRECHT;Not Converged;40565;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;43797;50 / 5 MBPS;SAFE ONLINE;0;0;;0;0;0;0;TV + INT + TEL;Dhr.;43797;Volop Bellen;1.011.780.822;Standard Channel Pack;0,
3090;HIGH RISK;42269;high;VEEN;Internet Complete & TV Max Next;ALTENA;Not Converged;42269;Extra Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42269;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Mevr.;42269;Vast Bellen;5.449.315.068;Extra Channel Pack;0,
3091;MEDIUM RISK;41563;high;TILBURG;Internet Complete & TV Complete Next (zonder bellen);TILBURG;Not Converged;41563;Extra Channel Pack No Horizon;0;;0;0;1;1;1;0;41563;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;1;1;0;TV + INT;Mevr.;41563;;7.383.561.644;Extra Channel Pack;0,
3092;HIGH RISK;42319;mid;APELDOORN;TV Start;APELDOORN;Not Converged;42319;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;5.312.328.767;Standard Channel Pack;0,
3094;MEDIUM RISK;40183;mid;BUNSCHOTEN-SPAKENBURG;TV Standaard (digitaal) (fZiggo);BUNSCHOTEN;Not Converged;40183;Extra Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;1;0;TV;Dhr.;;;1.116.438.356;Extra Channel Pack;1,
3097;HIGH RISK;41479;low;SINT ANTHONIS;Internet Complete & TV Max;SINT ANTHONIS;Converged;41479;Extra Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41479;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;0;1;0;TV + INT + TEL;Dhr.;41479;Vast Bellen;761.369.863;Extra Channel Pack;1,
3101;MEDIUM RISK;43489;high;WOERDEN;25Mb/s & Vast Bellen & TV Start;WOERDEN;Converged;43487;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;43489;25 / 2.5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;43487;Vast Bellen;2.112.328.767;Standard Channel Pack;0,
3102;HIGH RISK;42553;mid;BEUNINGEN GLD;Internet Start XL & TV Start;BEUNINGEN;Not Converged;42553;Standard Channel Pack No Horizon;0;Volop Bellen Internationaal;0;0;1;1;1;1;42553;100 / 10 MBPS;SAFE ONLINE;0;0;MEDIABOX;0;0;0;0;TV + INT + TEL;Dhr.;42553;Volop Bellen Internationaal;4.671.232.877;Standard Channel Pack;0,
3104;HIGH RISK;41331;low;2E EXLOERMOND;Internet Complete & TV Complete Next;BORGER-ODOORN;Converged;41331;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41331;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;41331;Vast Bellen;8.019.178.082;Standard Channel Pack;1,
3108;LOYAL & LIGHT RISK;41830;high;DRACHTEN;Internet Complete & TV Complete;SMALLINGERLAND;Converged;41830;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41830;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Mevr.;41830;Vast Bellen;6.652.054.795;Standard Channel Pack;0,
3110;MEDIUM RISK;41659;low;VLAARDINGEN;Internet Complete & TV Max Next;VLAARDINGEN;Converged;41659;Extra Channel Pack No Horizon;0;Vast Bellen;1;0;1;1;1;1;41659;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;41659;Vast Bellen;7.120.547.945;Extra Channel Pack;1,
3116;MEDIUM RISK;44220;mid;ROTTERDAM;Internet Complete & TV Complete (Selene);ROTTERDAM;Not Converged;44219;Standard Channel Pack Horizon;1;Vast Bellen;0;0;1;1;1;1;44219;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL (SELENE);0;1;0;0;TV + INT + TEL;Dhr.;44219;Vast Bellen;0.106849315;Standard Channel Pack;1,
3117;HIGH RISK;41754;mid;DORDRECHT;Internet Complete & TV Complete Next;DORDRECHT;Not Converged;41754;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;41754;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;1;1;0;1;TV + INT + TEL;Dhr.;41754;Vast Bellen;6.860.273.973;Standard Channel Pack;0,
3120;LOYAL & LIGHT RISK;42425;high;BORN;Internet Complete & TV Complete Next (zonder bellen);SITTARD-GELEEN;Not Converged;42425;Standard Channel Pack No Horizon;0;;1;0;1;1;1;0;42425;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;1;1;0;1;TV + INT;Dhr.;;;5.021.917.808;Standard Channel Pack;0,
3121;HIGH RISK;42353;low;HAPERT;Internet Complete & TV Complete Next (zonder bellen);BLADEL;Converged;42353;Standard Channel Pack No Horizon;1;;1;0;1;1;1;0;42353;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT;Dhr.;42353;;5.219.178.082;Standard Channel Pack;1,
3126;LOYAL & LIGHT RISK;43212;low;LEEUWARDEN;Internet Complete & TV Complete;LEEUWARDEN;Converged;43211;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;43211;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT + TEL;Dhr.;43211;Vast Bellen;2.868.493.151;Standard Channel Pack;0,
3129;MEDIUM RISK;39393;mid;HOOGEZAND;Internet Complete & TV Start;MIDDEN-GRONINGEN;Converged;39393;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;39393;250 / 25 MBPS;SAFE ONLINE XL;1;0;;0;0;0;0;TV + INT + TEL;Dhr.;39393;Vast Bellen;1.332.876.712;Standard Channel Pack;1,
3131;MEDIUM RISK;42587;low;TERBORG;Internet Complete & TV Complete Next;OUDE IJSSELSTREEK;Converged;42597;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42597;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;42597;Vast Bellen;4.578.082.192;Standard Channel Pack;1,
3136;HIGH RISK;42607;mid;CASTRICUM;Internet Complete & TV Complete;CASTRICUM;Not Converged;42607;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42607;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr./Mevr.;42607;Vast Bellen;4.523.287.671;Standard Channel Pack;0,
3137;LOYAL & LIGHT RISK;44120;mid;ROERMOND;Internet Complete & TV Complete;ROERMOND;Not Converged;44119;Extra Channel Pack Horizon;1;Volop Bellen;0;0;1;1;1;1;44119;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;1;0;TV + INT + TEL;Dhr.;44119;Volop Bellen;0.380821918;Extra Channel Pack;0,
3138;MEDIUM RISK;42574;low;SOMMELSDIJK;Internet Complete & TV Complete (2P);GOEREE-OVERFLAKKEE;Converged;42574;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;42574;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;1;1;0;1;TV + INT;Dhr.;42574;;461.369.863;Standard Channel Pack;0,
3139;HIGH RISK;42587;mid;IJMUIDEN;TV Standaard (digitaal) (fZiggo);VELSEN;Not Converged;42587;Standard Channel Pack No Horizon;0;;0;0;1;1;0;0;;;;0;0;;0;0;0;0;TV;Dhr.;;;4.578.082.192;Standard Channel Pack;0,
3140;MEDIUM RISK;40254;low;LEIDEN;Internet Complete & TV Max Next;LEIDEN;Not Converged;40254;Extra Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;40254;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX NEXT;0;0;1;0;TV + INT + TEL;Dhr.;40254;Volop Bellen;1.096.986.301;Extra Channel Pack;0,
3142;HIGH RISK;42553;mid;ROTTERDAM;Internet Complete & TV Complete;ROTTERDAM;Not Converged;42998;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;42998;250 / 25 MBPS;SAFE ONLINE;0;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Mevr.;42998;Vast Bellen;4.671.232.877;Standard Channel Pack;0,
3143;MEDIUM RISK;41757;mid;MAASTRICHT;Internet Complete & TV Complete (2P);MAASTRICHT;Converged;42606;Standard Channel Pack Horizon;0;;0;0;1;1;1;0;41757;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT;Mevr.;;;6.852.054.795;Standard Channel Pack;1,
3144;HIGH RISK;41759;mid;HELMOND;Internet Start & TV Start;HELMOND;Converged;41759;Extra Channel Pack No Horizon;0;Volop Bellen;1;0;1;1;1;1;42320;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;0;0;1;0;TV + INT + TEL;Mevr.;41759;Volop Bellen;6.846.575.342;Extra Channel Pack;1,
3146;MEDIUM RISK;42866;low;BRANDWIJK;25Mb/s & Vast Bellen & TV Start;MOLENLANDEN;Converged;42868;Standard Channel Pack No Horizon;0;Volop Bellen;0;0;1;1;1;1;42868;25 / 2.5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42868;Volop Bellen;381.369.863;Standard Channel Pack;0,
3148;HIGH RISK;41084;low;BORGER;Internet Start & TV Complete;BORGER-ODOORN;Converged;41084;Standard Channel Pack Horizon;0;Vast Bellen;0;0;1;1;1;1;41084;50 / 5 MBPS;SAFE ONLINE XL;1;0;MEDIABOX XL;0;1;0;0;TV + INT + TEL;Dhr.;41084;Vast Bellen;8.695.890.411;Standard Channel Pack;1,
3149;HIGH RISK;40788;low;RIJEN;Internet Complete & TV Complete Next;GILZE EN RIJEN;Converged;40788;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;40788;250 / 25 MBPS;SAFE ONLINE XL;1;1;MEDIABOX NEXT;0;1;0;0;TV + INT + TEL;Dhr.;40788;Vast Bellen;9.506.849.315;Standard Channel Pack;0,
3152;HIGH RISK;42615;low;OOSTERHOUT NB;Internet Complete & TV Start;OOSTERHOUT;Converged;42615;Standard Channel Pack No Horizon;0;Vast Bellen;0;0;1;1;1;1;42615;250 / 25 MBPS;SAFE ONLINE XL;1;0;MEDIABOX;1;0;0;1;TV + INT + TEL;Dhr.;42615;Vast Bellen;4.501.369.863;Standard Channel Pack;0,
